time,open,high,low,close,Volume
2024-09-24T09:20:00Z,1.1,1.1,1.1,1.1,3
2024-09-24T09:27:00Z,1.08,1.08,1.08,1.08,581
2024-09-24T09:29:00Z,1.09,1.09,1.09,1.09,84
2024-09-24T09:32:00Z,1.07,1.07,1.07,1.07,500
2024-09-24T09:34:00Z,1.07,1.07,1.07,1.07,76
2024-09-24T09:37:00Z,1.07,1.07,1.07,1.07,21
2024-09-24T09:40:00Z,1.07,1.07,1.07,1.07,242
2024-09-24T09:41:00Z,1.07,1.07,1.07,1.07,95
2024-09-24T09:45:00Z,1.07,1.07,1.07,1.07,353
2024-09-24T09:50:00Z,1.09,1.09,1.09,1.09,198
2024-09-24T09:52:00Z,1.07,1.07,1.07,1.07,30
2024-09-24T09:55:00Z,1.07,1.07,1.07,1.07,10
2024-09-24T09:56:00Z,1.07,1.07,1.07,1.07,173
2024-09-24T09:57:00Z,1.07,1.07,1.07,1.07,88
2024-09-24T09:58:00Z,1.07,1.07,1.07,1.07,82
2024-09-24T10:01:00Z,1.07,1.07,1.07,1.07,4
2024-09-24T10:03:00Z,1.09,1.09,1.09,1.09,560
2024-09-24T10:05:00Z,1.09,1.09,1.09,1.09,105
2024-09-24T10:08:00Z,1.08,1.09,1.08,1.09,10
2024-09-24T10:12:00Z,1.08,1.08,1.08,1.08,50
2024-09-24T10:15:00Z,1.09,1.09,1.09,1.09,254
2024-09-24T10:16:00Z,1.09,1.09,1.09,1.09,200
2024-09-24T10:18:00Z,1.1,1.1,1.1,1.1,100
2024-09-24T10:20:00Z,1.1,1.1,1.1,1.1,200
2024-09-24T10:23:00Z,1.09,1.09,1.09,1.09,1
2024-09-24T10:25:00Z,1.09,1.09,1.09,1.09,660
2024-09-24T10:27:00Z,1.09,1.09,1.09,1.09,161
2024-09-24T10:32:00Z,1.09,1.09,1.09,1.09,100
2024-09-24T10:34:00Z,1.09,1.09,1.09,1.09,100
2024-09-24T10:36:00Z,1.09,1.09,1.09,1.09,2
2024-09-24T10:39:00Z,1.09,1.09,1.09,1.09,124
2024-09-24T10:41:00Z,1.09,1.09,1.09,1.09,495
2024-09-24T10:42:00Z,1.09,1.09,1.09,1.09,1532
2024-09-24T10:44:00Z,1.09,1.1,1.09,1.1,2394
2024-09-24T10:46:00Z,1.09,1.09,1.09,1.09,100
2024-09-24T10:54:00Z,1.09,1.09,1.09,1.09,1563
2024-09-24T10:55:00Z,1.09,1.09,1.09,1.09,200
2024-09-24T10:56:00Z,1.09,1.09,1.09,1.09,207
2024-09-24T10:57:00Z,1.09,1.09,1.09,1.09,5
2024-09-24T10:59:00Z,1.09,1.09,1.09,1.09,20
2024-09-24T11:00:00Z,1.1,1.1,1.09,1.09,2599
2024-09-24T11:01:00Z,1.1,1.11,1.1,1.1,1901
2024-09-24T11:02:00Z,1.11,1.11,1.1,1.1,690
2024-09-24T11:03:00Z,1.11,1.13,1.11,1.13,1121
2024-09-24T11:04:00Z,1.13,1.13,1.11,1.11,863
2024-09-24T11:05:00Z,1.12,1.12,1.101,1.11,1110
2024-09-24T11:06:00Z,1.1,1.11,1.1,1.11,382
2024-09-24T11:07:00Z,1.12,1.12,1.1,1.11,1420
2024-09-24T11:08:00Z,1.11,1.11,1.11,1.11,430
2024-09-24T11:09:00Z,1.12,1.13,1.12,1.13,1282
2024-09-24T11:10:00Z,1.13,1.15,1.13,1.13,2155
2024-09-24T11:11:00Z,1.14,1.19,1.14,1.18,5036
2024-09-24T11:12:00Z,1.19,1.19,1.14,1.19,3382
2024-09-24T11:13:00Z,1.2,1.23,1.2,1.23,7565
2024-09-24T11:14:00Z,1.24,1.24,1.2,1.21,8221
2024-09-24T11:15:00Z,1.21,1.21,1.19,1.19,296
2024-09-24T11:16:00Z,1.19,1.2,1.19,1.19,1814
2024-09-24T11:17:00Z,1.19,1.19,1.18,1.18,5273
2024-09-24T11:18:00Z,1.18,1.18,1.17,1.17,515
2024-09-24T11:19:00Z,1.17,1.17,1.16,1.16,820
2024-09-24T11:20:00Z,1.17,1.17,1.17,1.17,629
2024-09-24T11:21:00Z,1.17,1.17,1.17,1.17,50
2024-09-24T11:22:00Z,1.17,1.17,1.17,1.17,10
2024-09-24T11:23:00Z,1.17,1.17,1.17,1.17,30
2024-09-24T11:24:00Z,1.16,1.16,1.16,1.16,10
2024-09-24T11:25:00Z,1.16,1.16,1.16,1.16,4
2024-09-24T11:26:00Z,1.16,1.17,1.16,1.17,1258
2024-09-24T11:27:00Z,1.16,1.16,1.15,1.16,1015
2024-09-24T11:28:00Z,1.16,1.16,1.14,1.14,105
2024-09-24T11:29:00Z,1.13,1.14,1.13,1.13,625
2024-09-24T11:30:00Z,1.13,1.17,1.13,1.17,1520
2024-09-24T11:31:00Z,1.18,1.18,1.16,1.16,900
2024-09-24T11:32:00Z,1.15,1.16,1.15,1.16,800
2024-09-24T11:33:00Z,1.16,1.16,1.16,1.16,398
2024-09-24T11:34:00Z,1.16,1.18,1.16,1.18,1360
2024-09-24T11:35:00Z,1.17,1.17,1.17,1.17,68
2024-09-24T11:36:00Z,1.17,1.18,1.17,1.18,128
2024-09-24T11:37:00Z,1.17,1.17,1.15,1.15,1011
2024-09-24T11:38:00Z,1.16,1.16,1.16,1.16,122
2024-09-24T11:39:00Z,1.16,1.16,1.16,1.16,200
2024-09-24T11:40:00Z,1.16,1.18,1.16,1.17,1018
2024-09-24T11:41:00Z,1.16,1.16,1.15,1.15,790
2024-09-24T11:42:00Z,1.15,1.15,1.15,1.15,798
2024-09-24T11:43:00Z,1.15,1.15,1.15,1.15,650
2024-09-24T11:44:00Z,1.15,1.15,1.15,1.15,121
2024-09-24T11:46:00Z,1.15,1.15,1.14,1.15,600
2024-09-24T11:47:00Z,1.15,1.15,1.15,1.15,110
2024-09-24T11:48:00Z,1.15,1.15,1.14,1.14,190
2024-09-24T11:49:00Z,1.14,1.14,1.13,1.13,399
2024-09-24T11:51:00Z,1.14,1.14,1.14,1.14,799
2024-09-24T11:52:00Z,1.14,1.14,1.14,1.14,300
2024-09-24T11:53:00Z,1.13,1.13,1.12,1.12,2619
2024-09-24T11:54:00Z,1.12,1.13,1.12,1.13,3
2024-09-24T11:55:00Z,1.13,1.14,1.13,1.14,531
2024-09-24T11:57:00Z,1.14,1.14,1.14,1.14,174
2024-09-24T11:58:00Z,1.16,1.16,1.16,1.16,1
2024-09-24T11:59:00Z,1.16,1.18,1.16,1.18,818
2024-09-24T12:00:00Z,1.17,1.17,1.15,1.15,2000
2024-09-24T12:01:00Z,1.16,1.16,1.16,1.16,320
2024-09-24T12:02:00Z,1.15,1.15,1.15,1.15,1433
2024-09-24T12:03:00Z,1.159,1.17,1.159,1.17,1305
2024-09-24T12:05:00Z,1.17,1.17,1.17,1.17,795
2024-09-24T12:06:00Z,1.17,1.179,1.16,1.16,868
2024-09-24T12:07:00Z,1.16,1.16,1.16,1.16,3
2024-09-24T12:08:00Z,1.16,1.16,1.16,1.16,100
2024-09-24T12:09:00Z,1.16,1.17,1.16,1.17,1461
2024-09-24T12:11:00Z,1.16,1.16,1.16,1.16,100
2024-09-24T12:12:00Z,1.16,1.16,1.16,1.16,600
2024-09-24T12:13:00Z,1.161,1.161,1.16,1.16,439
2024-09-24T12:14:00Z,1.17,1.17,1.17,1.17,99
2024-09-24T12:15:00Z,1.16,1.16,1.15,1.15,101
2024-09-24T12:16:00Z,1.15,1.15,1.15,1.15,5
2024-09-24T12:18:00Z,1.16,1.17,1.16,1.17,650
2024-09-24T12:19:00Z,1.15,1.15,1.15,1.15,261
2024-09-24T12:20:00Z,1.14,1.14,1.14,1.14,100
2024-09-24T12:21:00Z,1.14,1.14,1.14,1.14,100
2024-09-24T12:22:00Z,1.13,1.13,1.13,1.13,570
2024-09-24T12:23:00Z,1.13,1.13,1.13,1.13,899
2024-09-24T12:25:00Z,1.11,1.12,1.11,1.12,322
2024-09-24T12:27:00Z,1.12,1.12,1.12,1.12,150
2024-09-24T12:28:00Z,1.13,1.13,1.12,1.12,479
2024-09-24T12:29:00Z,1.13,1.13,1.13,1.13,548
2024-09-24T12:30:00Z,1.13,1.13,1.13,1.13,1650
2024-09-24T12:33:00Z,1.13,1.14,1.13,1.14,128
2024-09-24T12:34:00Z,1.13,1.13,1.13,1.13,460
2024-09-24T12:36:00Z,1.13,1.13,1.12,1.12,270
2024-09-24T12:37:00Z,1.12,1.12,1.12,1.12,59
2024-09-24T12:38:00Z,1.13,1.13,1.121,1.121,146
2024-09-24T12:39:00Z,1.12,1.12,1.12,1.12,1486
2024-09-24T12:40:00Z,1.12,1.12,1.1,1.1,5249
2024-09-24T12:41:00Z,1.1,1.1,1.09,1.1,3044
2024-09-24T12:42:00Z,1.1,1.1,1.1,1.1,460
2024-09-24T12:43:00Z,1.1,1.13,1.1,1.13,6085
2024-09-24T12:44:00Z,1.13,1.13,1.13,1.13,400
2024-09-24T12:45:00Z,1.12,1.12,1.12,1.12,100
2024-09-24T12:48:00Z,1.11,1.11,1.05,1.05,5953
2024-09-24T12:49:00Z,1.05,1.05,1.04,1.05,2892
2024-09-24T12:50:00Z,1.05,1.055,1.05,1.05,2250
2024-09-24T12:51:00Z,1.05,1.05,1.05,1.05,502
2024-09-24T12:52:00Z,1.045,1.05,1.045,1.05,1305
2024-09-24T12:53:00Z,1.04,1.05,1.04,1.05,1225
2024-09-24T12:54:00Z,1.05,1.05,1.05,1.05,1400
2024-09-24T12:55:00Z,1.06,1.06,1.05,1.06,300
2024-09-24T12:56:00Z,1.05,1.06,1.05,1.06,332
2024-09-24T12:57:00Z,1.06,1.06,1.06,1.06,602
2024-09-24T12:58:00Z,1.06,1.07,1.05,1.05,1753
2024-09-24T12:59:00Z,1.05,1.05,1.05,1.05,400
2024-09-24T13:00:00Z,1.05,1.06,1.05,1.06,300
2024-09-24T13:01:00Z,1.06,1.06,1.06,1.06,625
2024-09-24T13:02:00Z,1.05,1.06,1.05,1.05,1605
2024-09-24T13:03:00Z,1.05,1.05,1.05,1.05,100
2024-09-24T13:04:00Z,1.04,1.04,1.04,1.04,50
2024-09-24T13:05:00Z,1.041,1.041,1.04,1.04,1657
2024-09-24T13:06:00Z,1.031,1.05,1.03,1.05,1236
2024-09-24T13:07:00Z,1.04,1.04,0.99,1.01,7851
2024-09-24T13:08:00Z,1.01,1.02,1,1.01,2446
2024-09-24T13:09:00Z,1.01,1.04,1.01,1.04,5249
2024-09-24T13:10:00Z,1.03,1.04,1,1,12988
2024-09-24T13:11:00Z,1.01,1.01,0.95,0.9561,16021
2024-09-24T13:12:00Z,0.9644,0.9832,0.93,0.93,6747
2024-09-24T13:13:00Z,0.93,0.9785,0.93,0.9563,7901
2024-09-24T13:14:00Z,0.9563,0.9563,0.9563,0.9563,400
2024-09-24T13:15:00Z,0.9563,0.9563,0.9563,0.9563,1000
2024-09-24T13:17:00Z,0.9687,0.9687,0.9687,0.9687,200
2024-09-24T13:18:00Z,0.97,0.9782,0.929,0.9529,2166
2024-09-24T13:19:00Z,0.9585,0.9585,0.9496,0.9496,70
2024-09-24T13:20:00Z,0.94,0.94,0.94,0.94,20
2024-09-24T13:21:00Z,0.9558,0.957,0.9558,0.957,385
2024-09-24T13:23:00Z,0.957,0.957,0.957,0.957,480
2024-09-24T13:24:00Z,0.9572,0.9572,0.9572,0.9572,100
2024-09-24T13:25:00Z,0.958,0.958,0.958,0.958,55
2024-09-24T13:26:00Z,0.9831,0.988,0.9831,0.9878,1500
2024-09-24T13:27:00Z,0.98,0.98,0.98,0.98,500
2024-09-24T13:28:00Z,0.9848,1.01,0.9848,0.999,4405
2024-09-24T13:29:00Z,1.01,1.01,1,1,700
2024-09-24T13:30:00Z,1,1.06,1,1.04,6629
2024-09-24T13:31:00Z,1.04,1.04,1.02,1.02,591
2024-09-24T13:32:00Z,1.02,1.02,1.02,1.02,4694
2024-09-24T13:33:00Z,1.02,1.03,1.02,1.03,3495
2024-09-24T13:34:00Z,1.04,1.05,1.04,1.05,1819
2024-09-24T13:35:00Z,1.06,1.12,1.06,1.12,8516
2024-09-24T13:36:00Z,1.08,1.09,1.06,1.08,2198
2024-09-24T13:37:00Z,1.07,1.07,1.07,1.07,200
2024-09-24T13:38:00Z,1.06,1.06,1.06,1.06,1000
2024-09-24T13:42:00Z,1.08,1.08,1.08,1.08,1796
2024-09-24T13:43:00Z,1.07,1.07,1.04,1.045,2762
2024-09-24T13:45:00Z,1.05,1.1,1.05,1.07,9971
2024-09-24T13:46:00Z,1.07,1.07,1.07,1.07,300
2024-09-24T13:47:00Z,1.05,1.05,1.05,1.05,767
2024-09-24T13:48:00Z,1.06,1.06,1.01,1.02,5625
2024-09-24T13:49:00Z,1.02,1.02,1.02,1.02,400
2024-09-24T13:50:00Z,1.03,1.03,1.01,1.01,607
2024-09-24T13:51:00Z,1.02,1.02,1.02,1.02,99
2024-09-24T13:53:00Z,1.04,1.04,1.04,1.04,2
2024-09-24T13:54:00Z,1.04,1.04,1.04,1.04,1004
2024-09-24T13:56:00Z,1.04,1.04,1.04,1.04,63
2024-09-24T13:57:00Z,1.03,1.03,1,1,3284
2024-09-24T13:58:00Z,1.01,1.01,1.01,1.01,80
2024-09-24T13:59:00Z,1.01,1.01,1.01,1.01,405
2024-09-24T14:01:00Z,1.03,1.03,1.02,1.02,5660
2024-09-24T14:03:00Z,1.03,1.03,1.02,1.02,872
2024-09-24T14:04:00Z,1.02,1.02,1.02,1.02,100
2024-09-24T14:05:00Z,1.02,1.02,1.01,1.01,500
2024-09-24T14:06:00Z,1.02,1.02,1,1,10356
2024-09-24T14:08:00Z,1,1,1,1,10
2024-09-24T14:09:00Z,1.01,1.01,1.01,1.01,6105
2024-09-24T14:11:00Z,1.01,1.01,1.01,1.01,100
2024-09-24T14:12:00Z,1,1,1,1,400
2024-09-24T14:13:00Z,1,1,1,1,344
2024-09-24T14:14:00Z,1,1,1,1,2616
2024-09-24T14:15:00Z,1.01,1.01,1.01,1.01,658
2024-09-24T14:16:00Z,1.01,1.01,1,1,3916
2024-09-24T14:17:00Z,1,1,1,1,50
2024-09-24T14:18:00Z,1,1,0.99,0.99,414
2024-09-24T14:19:00Z,0.9901,0.9901,0.98,0.98,2149
2024-09-24T14:20:00Z,0.9892,0.994,0.989,0.994,705
2024-09-24T14:21:00Z,0.982,0.982,0.96,0.96,4620
2024-09-24T14:23:00Z,0.95,0.9646,0.95,0.9644,3170
2024-09-24T14:24:00Z,0.96,0.9654,0.96,0.964,1640
2024-09-24T14:25:00Z,0.9522,0.9553,0.9522,0.9553,1600
2024-09-24T14:26:00Z,0.9553,0.982,0.9553,0.982,17900
2024-09-24T14:27:00Z,0.982,0.99,0.982,0.99,202
2024-09-24T14:28:00Z,0.9934,1,0.9934,1,2900
2024-09-24T14:29:00Z,1,1,0.9928,0.9928,400
2024-09-24T14:33:00Z,1,1,1,1,1200
2024-09-24T14:34:00Z,1.01,1.01,1.01,1.01,4404
2024-09-24T14:35:00Z,1.01,1.02,1.01,1.02,353
2024-09-24T14:36:00Z,1.02,1.02,1.02,1.02,300
2024-09-24T14:37:00Z,1.01,1.01,1.01,1.01,1547
2024-09-24T14:40:00Z,1.01,1.01,1,1,229
2024-09-24T14:41:00Z,1,1,1,1,800
2024-09-24T14:42:00Z,1,1,1,1,1622
2024-09-24T14:45:00Z,0.9967,1.01,0.9967,1.01,4289
2024-09-24T14:46:00Z,1.02,1.02,1.02,1.02,100
2024-09-24T14:48:00Z,1.02,1.02,1.02,1.02,27
2024-09-24T14:49:00Z,1.02,1.02,0.9845,0.9845,2815
2024-09-24T14:51:00Z,1,1,1,1,100
2024-09-24T14:52:00Z,0.9999,1,0.9999,1,660
2024-09-24T14:54:00Z,0.9998,1,0.9998,1,13
2024-09-24T14:57:00Z,1,1,1,1,95
2024-09-24T15:00:00Z,1.01,1.08,1.01,1.08,16093
2024-09-24T15:01:00Z,1.06,1.09,1.06,1.09,1100
2024-09-24T15:02:00Z,1.04,1.04,1.04,1.04,200
2024-09-24T15:03:00Z,1.05,1.05,1.05,1.05,280
2024-09-24T15:06:00Z,1.06,1.06,1.06,1.06,100
2024-09-24T15:07:00Z,1.08,1.08,1.08,1.08,100
2024-09-24T15:09:00Z,1.08,1.08,1.08,1.08,20
2024-09-24T15:10:00Z,1.08,1.08,1.08,1.08,153
2024-09-24T15:13:00Z,1.07,1.07,1.07,1.07,1354
2024-09-24T15:14:00Z,1.06,1.06,1.06,1.06,1600
2024-09-24T15:18:00Z,1.06,1.06,1.06,1.06,10
2024-09-24T15:20:00Z,1.05,1.05,1.04,1.04,3262
2024-09-24T15:21:00Z,1.04,1.04,1.04,1.04,39
2024-09-24T15:24:00Z,1.03,1.03,1.01,1.01,900
2024-09-24T15:25:00Z,1.01,1.01,1,1,320
2024-09-24T15:26:00Z,1.02,1.02,1.02,1.02,2200
2024-09-24T15:30:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T15:36:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T15:44:00Z,1.03,1.03,1.03,1.03,773
2024-09-24T15:46:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T15:48:00Z,1.02,1.02,1.02,1.02,20
2024-09-24T15:49:00Z,1.04,1.04,1.04,1.04,385
2024-09-24T15:52:00Z,1.04,1.04,1.04,1.04,200
2024-09-24T15:53:00Z,1.04,1.04,1.04,1.04,150
2024-09-24T15:56:00Z,1.05,1.05,1.05,1.05,100
2024-09-24T16:01:00Z,1.03,1.03,1.03,1.03,903
2024-09-24T16:03:00Z,1.02,1.02,1.02,1.02,5
2024-09-24T16:05:00Z,1.04,1.04,1.04,1.04,1108
2024-09-24T16:07:00Z,1.03,1.03,1.02,1.02,290
2024-09-24T16:08:00Z,1.02,1.02,1.02,1.02,800
2024-09-24T16:09:00Z,1.02,1.02,1.02,1.02,103
2024-09-24T16:11:00Z,1.02,1.02,1,1.02,2133
2024-09-24T16:13:00Z,1,1,0.9895,0.9895,2100
2024-09-24T16:19:00Z,0.998,0.998,0.998,0.998,32
2024-09-24T16:21:00Z,1.0043,1.01,1.0043,1.01,700
2024-09-24T16:23:00Z,1,1,1,1,10
2024-09-24T16:29:00Z,1,1,1,1,24
2024-09-24T16:30:00Z,1.01,1.01,1.01,1.01,4621
2024-09-24T16:32:00Z,0.9984,0.9984,0.9984,0.9984,10
2024-09-24T16:33:00Z,0.9926,0.9926,0.9926,0.9926,200
2024-09-24T16:38:00Z,0.9884,0.9884,0.9884,0.9884,100
2024-09-24T16:39:00Z,0.9871,0.9871,0.9871,0.9871,10
2024-09-24T16:44:00Z,0.98,0.9862,0.98,0.9862,400
2024-09-24T16:45:00Z,0.9874,0.995,0.9874,0.995,260
2024-09-24T16:46:00Z,0.9988,0.9998,0.995,0.995,500
2024-09-24T16:47:00Z,0.9989,1,0.9989,1,3337
2024-09-24T16:48:00Z,1.01,1.02,1.01,1.02,2079
2024-09-24T16:49:00Z,1.02,1.02,1.02,1.02,1500
2024-09-24T16:52:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T16:58:00Z,1.02,1.02,1.01,1.01,12
2024-09-24T17:02:00Z,1.02,1.02,1.02,1.02,100
2024-09-24T17:09:00Z,1.03,1.03,1.03,1.03,1
2024-09-24T17:17:00Z,1.025,1.025,1.025,1.025,100
2024-09-24T17:25:00Z,1.03,1.03,1.03,1.03,420
2024-09-24T17:29:00Z,1.02,1.03,1.02,1.03,1300
2024-09-24T17:35:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T17:39:00Z,1.04,1.04,1.04,1.04,1414
2024-09-24T17:42:00Z,1.04,1.04,1.04,1.04,20
2024-09-24T17:43:00Z,1.03,1.03,1.03,1.03,10
2024-09-24T17:46:00Z,1.04,1.05,1.04,1.05,1883
2024-09-24T17:52:00Z,1.04,1.04,1.04,1.04,100
2024-09-24T17:56:00Z,1.04,1.04,1.04,1.04,100
2024-09-24T18:01:00Z,1.04,1.04,1.04,1.04,10
2024-09-24T18:14:00Z,1.04,1.04,1.04,1.04,200
2024-09-24T18:15:00Z,1.03,1.03,1.03,1.03,10
2024-09-24T18:20:00Z,1.035,1.035,1.035,1.035,100
2024-09-24T18:26:00Z,1.04,1.04,1.04,1.04,105
2024-09-24T18:32:00Z,1.04,1.05,1.04,1.05,16105
2024-09-24T18:34:00Z,1.04,1.04,1.04,1.04,120
2024-09-24T18:35:00Z,1.02,1.02,1.02,1.02,1000
2024-09-24T18:36:00Z,1.03,1.03,1.03,1.03,155
2024-09-24T18:39:00Z,1.03,1.05,1.03,1.05,189
2024-09-24T18:44:00Z,1.04,1.04,1.04,1.04,100
2024-09-24T18:49:00Z,1.04,1.04,1.04,1.04,2
2024-09-24T19:03:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T19:06:00Z,1.02,1.02,1.02,1.02,100
2024-09-24T19:07:00Z,1.01,1.01,1.01,1.01,1222
2024-09-24T19:12:00Z,1.03,1.03,1.03,1.03,300
2024-09-24T19:14:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T19:18:00Z,1.03,1.03,1.03,1.03,1566
2024-09-24T19:23:00Z,1.03,1.03,1.03,1.03,10
2024-09-24T19:24:00Z,1.04,1.06,1.04,1.06,4366
2024-09-24T19:25:00Z,1.05,1.05,1.05,1.05,100
2024-09-24T19:30:00Z,1.05,1.09,1.05,1.09,11864
2024-09-24T19:31:00Z,1.1,1.11,1.1,1.11,2712
2024-09-24T19:32:00Z,1.1,1.1,1.09,1.1,8004
2024-09-24T19:33:00Z,1.11,1.12,1.1,1.1,4261
2024-09-24T19:34:00Z,1.1,1.1,1.09,1.09,1100
2024-09-24T19:38:00Z,1.07,1.07,1.07,1.07,300
2024-09-24T19:42:00Z,1.07,1.07,1.07,1.07,300
2024-09-24T19:43:00Z,1.07,1.07,1.07,1.07,82
2024-09-24T19:48:00Z,1.06,1.06,1.06,1.06,10
2024-09-24T19:49:00Z,1.06,1.06,1.06,1.06,59
2024-09-24T19:51:00Z,1.07,1.07,1.06,1.06,1561
2024-09-24T19:54:00Z,1.06,1.09,1.06,1.09,3729
2024-09-24T19:55:00Z,1.09,1.095,1.085,1.085,3921
2024-09-24T19:56:00Z,1.07,1.07,1.05,1.05,540
2024-09-24T19:57:00Z,1.06,1.07,1.06,1.06,724
2024-09-24T19:58:00Z,1.07,1.07,1.07,1.07,131
2024-09-24T19:59:00Z,1.06,1.07,1.05,1.07,1352
2024-09-24T20:23:00Z,1.03,1.03,1.03,1.03,100
2024-09-24T20:30:00Z,1.03,1.03,1.03,1.03,43
2024-09-24T20:44:00Z,1.03,1.03,1.03,1.03,10
2024-09-24T20:56:00Z,1.03,1.03,1.03,1.03,15
2024-09-24T20:57:00Z,1.035,1.04,1.035,1.04,100
2024-09-24T21:00:00Z,1.035,1.04,1.035,1.04,79
2024-09-24T21:06:00Z,1.04,1.04,1.04,1.04,18
2024-09-24T21:42:00Z,1.04,1.04,1.04,1.04,100
2024-09-24T21:59:00Z,1.03,1.03,1.03,1.03,791
2024-09-24T22:00:00Z,1.02,1.02,1.02,1.02,23
2024-09-24T22:01:00Z,1.02,1.02,1.02,1.02,168
2024-09-24T22:03:00Z,1.02,1.02,1.02,1.02,700
2024-09-24T22:38:00Z,1.025,1.025,1.025,1.025,50
2024-09-24T22:43:00Z,1.03,1.03,1.03,1.03,16
2024-09-24T22:47:00Z,1.02,1.02,1.02,1.02,10
2024-09-24T22:58:00Z,1.02,1.02,1.02,1.02,300
2024-09-24T22:59:00Z,1.02,1.02,1.02,1.02,290
2024-09-24T23:13:00Z,1.03,1.03,1.03,1.03,146
2024-09-24T23:15:00Z,1.03,1.03,1.03,1.03,304
2024-09-24T23:43:00Z,1.04,1.04,1.04,1.04,15
2024-09-24T23:56:00Z,1.01,1.01,1.01,1.01,500
2024-09-24T23:58:00Z,1.02,1.02,1.02,1.02,50
2024-09-24T23:59:00Z,1.01,1.01,1.01,1.01,500
2024-09-25T08:05:00Z,1.01,1.01,1.01,1.01,6
2024-09-25T08:06:00Z,1.01,1.01,1.01,1.01,13
2024-09-25T08:16:00Z,1.04,1.04,1.01,1.01,200
2024-09-25T08:17:00Z,1,1,1,1,134
2024-09-25T08:38:00Z,1,1,1,1,161
2024-09-25T08:45:00Z,1.01,1.01,1.01,1.01,4
2024-09-25T08:57:00Z,0.98,0.98,0.98,0.98,63
2024-09-25T09:07:00Z,0.98,0.98,0.98,0.98,118
2024-09-25T09:15:00Z,1.02,1.02,1.02,1.02,38
2024-09-25T09:21:00Z,1.02,1.08,1.02,1.08,300
2024-09-25T09:22:00Z,1.08,1.08,1.08,1.08,181
2024-09-25T09:23:00Z,1.08,1.08,1.08,1.08,133
2024-09-25T09:43:00Z,1.01,1.01,1.01,1.01,7
2024-09-25T10:08:00Z,1.05,1.05,1.05,1.05,105
2024-09-25T10:11:00Z,1.03,1.03,1.01,1.01,720
2024-09-25T10:21:00Z,1.03,1.03,1.03,1.03,18
2024-09-25T10:31:00Z,1.02,1.02,1.02,1.02,23
2024-09-25T10:33:00Z,1.03,1.03,1.03,1.03,162
2024-09-25T10:48:00Z,1.05,1.05,1.05,1.05,40
2024-09-25T10:51:00Z,1.03,1.03,1.02,1.02,523
2024-09-25T10:54:00Z,1.05,1.05,1.05,1.05,35
2024-09-25T11:00:00Z,1.05,1.05,1.03,1.03,59
2024-09-25T11:02:00Z,1.05,1.05,1.02,1.02,299
2024-09-25T11:09:00Z,1.04,1.05,1.04,1.05,215
2024-09-25T11:53:00Z,1.05,1.05,1.05,1.05,204
2024-09-25T12:07:00Z,1.05,1.05,1.05,1.05,5
2024-09-25T12:16:00Z,1.05,1.05,1.05,1.05,632
2024-09-25T12:17:00Z,1.05,1.05,1.05,1.05,5
2024-09-25T12:19:00Z,1.05,1.05,1.05,1.05,5
2024-09-25T12:20:00Z,1.05,1.05,1.05,1.05,4
2024-09-25T12:26:00Z,1.06,1.08,1.06,1.08,161
2024-09-25T12:32:00Z,1.05,1.1,1.05,1.09,731
2024-09-25T12:37:00Z,1.09,1.09,1.09,1.09,1
2024-09-25T12:39:00Z,1.08,1.09,1.08,1.09,190
2024-09-25T12:40:00Z,1.09,1.09,1.09,1.09,3
2024-09-25T12:41:00Z,1.09,1.1,1.09,1.1,1453
2024-09-25T12:42:00Z,1.09,1.09,1.09,1.09,332
2024-09-25T12:43:00Z,1.06,1.09,1.05,1.09,250
2024-09-25T12:46:00Z,1.08,1.08,1.08,1.08,2
2024-09-25T13:05:00Z,1.05,1.08,1.05,1.08,90
2024-09-25T13:07:00Z,1.08,1.08,1.08,1.08,16
2024-09-25T13:09:00Z,1.06,1.06,1.06,1.06,10
2024-09-25T13:11:00Z,1.05,1.05,1.05,1.05,693
2024-09-25T13:12:00Z,1.05,1.05,1.05,1.05,324
2024-09-25T13:17:00Z,1.05,1.05,1.05,1.05,4
2024-09-25T13:18:00Z,1.04,1.04,1.04,1.04,300
2024-09-25T13:22:00Z,1.05,1.05,1.05,1.05,4
2024-09-25T13:30:00Z,1.08,1.08,1.08,1.08,55
2024-09-25T13:32:00Z,1.06,1.06,1.06,1.06,100
2024-09-25T13:33:00Z,1.06,1.06,1.06,1.06,202
2024-09-25T13:34:00Z,1.06,1.06,1.06,1.06,80
2024-09-25T13:36:00Z,1.05,1.06,1.05,1.06,46
2024-09-25T13:40:00Z,1.04,1.04,1.04,1.04,196
2024-09-25T13:42:00Z,1.05,1.05,1.05,1.05,100
2024-09-25T13:48:00Z,1.03,1.03,1.01,1.01,311
2024-09-25T13:49:00Z,1.02,1.02,1,1,671
2024-09-25T13:50:00Z,1.02,1.02,1.02,1.02,9
2024-09-25T13:51:00Z,1.03,1.03,1.03,1.03,100
2024-09-25T13:58:00Z,1.06,1.12,1.06,1.12,2247
2024-09-25T13:59:00Z,1.12,1.12,1.12,1.12,8
